Zoned School,Current Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Maniscalco,Magnet Total,,,3,,3,,3,3,12
"",Neighborhood,BAILEY ELEMENTARY,Elem,,,,,,1,1
"",,CLAYWELL ELEMENTARY,Elem,,,,,,3,3
"",,ESSRIG ELEMENTARY,Elem,,,1,,1,,2
"",,FOREST HILLS ELEMENTARY,Elem,,,1,,,,1
"",,HERITAGE ELEMENTARY,Elem,,,,,,1,1
"",,LUTZ K-8 SCHOOL,K-8,,,1,,,1,2
"",,MANISCALCO K-8 SCHOOL,K-8,5,38,156,,24,150,373
"",,PALM RIVER ELEMENTARY,Elem,,,,,,1,1
"",,TAMPA PALMS ELEMENTARY,Elem,,,,,,1,1
"",Neighborhood,,,,,,,,,
"",Total,,,5,38,159,,25,158,385
Maniscalco Total,,,,20,51,249,,53,304,677
McDonald,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,1,4,,,3,8
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,,,,,1
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,1,,,,1
"",,DR KIRAN C PATEL ELEMENTARY,Elem,7,5,5,,5,6,28
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,INDEPENDENCE ACADEMY,K-8,,,8,1,3,12,24
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,,,,1,,1
"",,LEARNING GATE COMMUNITY,K-8,,,,,,1,1
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,,,1,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,6,,,1,7
"",,NEW SPRINGS SCHOOL,K-8,,,,,,1,1
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,1,,,,1
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,1,,,,,1
"",,WALTON ACADEMY,Elem,,1,,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,1,,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,,,,1,1,2
"",,WOODMONT CHARTER SCHOOL,K-8,,,1,,2,,3
"",Charter Total,,,7,10,27,1,13,25,83
"",Choice,ALAFIA ELEMENTARY,Elem,,,,,,2,2
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
McDonald,Choice,BAILEY ELEMENTARY,Elem,,,2,,,7,9
"",,BROOKER ELEMENTARY,Elem,,,1,,,,1
"",,BUCKHORN ELEMENTARY,Elem,,,,,,1,1
"",,COLSON ELEMENTARY,Elem,,,2,,,1,3
"",,ESSRIG ELEMENTARY,Elem,,,2,,,,2
"",,FOLSOM ELEMENTARY,Elem,,,1,,,5,6
"",,FROST ELEMENTARY,Elem,,,1,,,,1
"",,HAMMOND ELEMENTARY,Elem,,,1,,,,1
"",,HUNTER'S GREEN ELEMENTARY,Elem,,1,,,,,1
"",,LAKE MAGDALENE ELEMENTARY,Elem,,,2,,,1,3
"",,LEWIS ELEMENTARY,Elem,,3,1,,,,4
"",,LIMONA ELEMENTARY,Elem,,,6,,,1,7
"",,LOPEZ ELEMENTARY,Elem,,1,3,,2,5,11
"",,MANGO ELEMENTARY,Elem,,,1,,,,1
"",,MCDONALD ELEMENTARY,Elem,,1,1,,,1,3
"",,PALM RIVER ELEMENTARY,Elem,,4,,,,,4
"",,SCHMIDT ELEMENTARY,Elem,,,1,,,,1
"",,SEFFNER ELEMENTARY,Elem,,,3,,2,,5
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,,,,1,1,2
"",,TAMPA PALMS ELEMENTARY,Elem,2,,,,,,2
"",,THONOTOSASSA ELEMENTARY,Elem,,1,,,1,6,8
"",,VALRICO ELEMENTARY,Elem,,,,,,2,2
"",,WALDEN LAKE ELEMENTARY,Elem,,,,,,1,1
"",,WEST TAMPA ELEMENTARY,Elem,,,2,,,,2
"",,WILSON ELEMENTARY,Elem,,,1,,,,1
"",Choice Total,,,2,11,31,,6,34,84
"",ESE Placed,HUNTER'S GREEN ELEMENTARY,Elem,,,,,,1,1
"","ESE Placed
Total",,,,,,,,1,1
"",Magnet,DUNBAR ELEMENTARY,Elem,,4,,,,,4
"",,LINCOLN ELEMENTARY MAGNET,Elem,,,1,,,4,5
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
McDonald,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,,4,,,,,4
"",,ROLAND PARK K-8 MAGNET,K-8,,3,,,,,3
"",,SHORE ELEMENTARY,Elem,,3,3,,,1,7
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,,,1,,1
"",Magnet Total,,,,16,4,,3,5,28
"",Neighborhood,BAILEY ELEMENTARY,Elem,,,,,,2,2
"",,BURNEY ELEMENTARY,Elem,,,,,,1,1
"",,COLSON ELEMENTARY,Elem,,1,4,,1,3,9
"",,DOVER ELEMENTARY,Elem,,,1,,,,1
"",,FOLSOM ELEMENTARY,Elem,,3,2,,,3,8
"",,FOREST HILLS ELEMENTARY,Elem,,,1,,,,1
"",,LAMB ELEMENTARY,Elem,,,3,,,,3
"",,LOCKHART ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,LOPEZ ELEMENTARY,Elem,,,1,,,2,3
"",,MANGO ELEMENTARY,Elem,,1,1,,,2,4
"",,MCDONALD ELEMENTARY,Elem,12,78,193,2,33,225,543
"",,OAK PARK ELEMENTARY,Elem,,,,,,1,1
"",,PALM RIVER ELEMENTARY,Elem,,,1,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,1,,,,1,2
"",,ROBLES ELEMENTARY,Elem,,1,,,,,1
"",,SEFFNER ELEMENTARY,Elem,,1,,,,,1
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,1,,,,,1
"",,SESSUMS ELEMENTARY,Elem,,,,,,1,1
"",,SHAW ELEMENTARY,Elem,,2,,,,,2
"",,SHEEHY ELEMENTARY,Elem,,1,,,,,1
"",,TAMPA PALMS ELEMENTARY,Elem,,,,,,1,1
"",,THONOTOSASSA ELEMENTARY,Elem,,4,1,,1,6,12
"",,TOWN AND COUNTRY ELEMENTARY,Elem,,,1,,,,1
"",,WALDEN LAKE ELEMENTARY,Elem,,,,,,1,1
"",,WILSON ELEMENTARY,Elem,,,1,,,,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
McDonald,"Neighborhood
Total",,,12,95,210,2,36,249,604
"McDonald Total
21132272358314800",,,,,,,,,,
McKitrick,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,1,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,,,,1,1
"",,LEARNING GATE COMMUNITY,K-8,,,,,2,6,8
"",,LUTZ PREPARATORY SCHOOL,K-8,7,,3,,6,14,30
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,9,3,5,1,,8,26
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,,,2
"",Charter Total,,,16,3,11,1,8,29,68
"",Choice,BRYANT ELEMENTARY,Elem,,,,,,1,1
"",,CLAYWELL ELEMENTARY,Elem,,,,,,2,2
"",,HAMMOND ELEMENTARY,Elem,1,,1,,1,5,8
"",,MANISCALCO K-8 SCHOOL,K-8,,,,,,1,1
"",,MCKITRICK ELEMENTARY,Elem,2,,3,,2,8,15
"",,NORTHWEST ELEMENTARY,Elem,,,,,,1,1
"",,SCHWARZKOPF ELEMENTARY,Elem,,,1,,,3,4
"",Choice Total,,,3,,5,,3,21,32
"",ESE Placed,ESSRIG ELEMENTARY,Elem,,,1,,,,1
"",,HAMMOND ELEMENTARY,Elem,,,,,1,,1
"","ESE Placed
Total",,,,,1,,1,,2
"",Magnet,MACFARLANE PARK ELEM MAGNET,Elem,1,,,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,,,,,2,2
"",Magnet Total,,,1,,,,,2,3
"",Neighborhood,CANNELLA ELEMENTARY,Elem,1,,1,,,,2
"",,HAMMOND ELEMENTARY,Elem,,,,,,2,2
"",,LUTZ K-8 SCHOOL,K-8,,,2,,,1,3
"",,MANISCALCO K-8 SCHOOL,K-8,5,1,3,,1,3,13
"",,MCKITRICK ELEMENTARY,Elem,134,13,160,1,68,451,827
Zoned School,Placement,Current School,School,Asian,Black,Hispanic,Indian,Multi,White,Grand
"",,,Level,,,,,,,Total
"",Neighborhood,,,,,,,,,
McKitrick,Total,,,140,14,168,1,69,457,849
McKitrick Total,,,,160,17,185,2,81,509,954
Mendenhall,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,,1,,,,1
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,5,,,,6
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,2,,,,3
"",,DR KIRAN C PATEL ELEMENTARY,Elem,,,,,,1,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,8,,,,8
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,3,,,,3
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,5,,,,5
"",,LEARNING GATE COMMUNITY,K-8,,,,,,2,2
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,2,2,,1,1,6
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,1,2,,,,3
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,,,,1,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,1,2,16,,2,25,46
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,,2,,2,,4
"",,WALTON ACADEMY,Elem,,7,,,,,7
"",Charter Total,,,1,14,46,,5,30,96
"",Choice,ALEXANDER ELEMENTARY,Elem,,,4,,,,4
"",,BING ELEMENTARY,Elem,,,,,1,,1
"",,BROWARD ELEMENTARY,Elem,,1,,,,,1
"",,CANNELLA ELEMENTARY,Elem,,,1,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,1,,1,,,1,3
"",,CRESTWOOD ELEMENTARY,Elem,,,1,,,,1
"",,EGYPT LAKE ELEMENTARY,Elem,,,7,,,,7
"",,ESSRIG ELEMENTARY,Elem,,1,,,,2,3
"",,LEWIS ELEMENTARY,Elem,,,,,,1,1
"",,MABRY ELEMENTARY,Elem,,,1,,,,1
"",,MENDENHALL ELEMENTARY,Elem,,,8,,,1,9
"",,NORTHWEST ELEMENTARY,Elem,,,2,,,,2
"",,OAK GROVE ELEMENTARY,Elem,,,6,,,3,9
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,,,,,2,2
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Mendenhall,Choice,TAMPA BAY BOULEVARD ELEMENTARY,Elem,,1,1,,,,2
"",,TWIN LAKES ELEMENTARY,Elem,,1,,,,,1
"",,WEST TAMPA ELEMENTARY,Elem,,,1,,,,1
"",,WESTCHASE ELEMENTARY,Elem,,,,,,2,2
"",Choice Total,,,1,4,33,,1,12,51
"",Magnet,DUNBAR ELEMENTARY,Elem,4,3,,,1,,8
"",,LOMAX ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,MACFARLANE PARK ELEM MAGNET,Elem,1,1,8,1,,1,12
"",,MULLER ELEMENTARY MAGNET,Elem,,,2,,,,2
"",,RAMPELLO K-8,K-8,,,4,,2,3,9
"",,ROLAND PARK K-8 MAGNET,K-8,,1,2,,,,3
"",,TAMPA HEIGHTS ELEM MAGNET,Elem,,1,,,,,1
"",Magnet Total,,,5,7,16,1,3,4,36
"",Neighborhood,ALEXANDER ELEMENTARY,Elem,,,2,,,,2
"",,CRESTWOOD ELEMENTARY,Elem,,1,,,,,1
"",,ESSRIG ELEMENTARY,Elem,,,1,,,,1
"",,FOREST HILLS ELEMENTARY,Elem,,,1,,,,1
"",,GRAHAM ELEMENTARY,Elem,,,1,,,,1
"",,MENDENHALL ELEMENTARY,Elem,5,23,365,1,4,41,439
"",,MULLER ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,OAK GROVE ELEMENTARY,Elem,,,13,,,5,18
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,,,,,1,1
"",,TAMPA BAY BOULEVARD ELEMENTARY,Elem,,2,3,,,,5
"",,TOWN AND COUNTRY ELEMENTARY,Elem,,,1,,,,1
"",,WASHINGTON ELEMENTARY,Elem,,1,,,,,1
"",,WEST TAMPA ELEMENTARY,Elem,,1,3,,,,4
"",,WESTCHASE ELEMENTARY,Elem,,,,,,1,1
"","Neighborhood
Total",,,5,29,390,1,4,48,477
"Mendenhall Total
125448521394660",,,,,,,,,,
Miles,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,,,,1,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Miles,Charter,CREEKSIDE CHARTER ACADEMY,K-8,,1,,,,,1
"",,DR KIRAN C PATEL ELEMENTARY,Elem,,,1,,1,,2
"",,EXCELSIOR PREP CHARTER SCHOOL,Elem,,18,26,,1,,45
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,1,6,,,,7
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,1,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,1,,,,1
"",,LEARNING GATE COMMUNITY,K-8,,1,4,,6,4,15
"",,LEGACY PREPARATORY ACADEMY,K-8,,1,4,,1,1,7
"",,LUTZ PREPARATORY SCHOOL,K-8,,,3,,1,,4
"",,NEW SPRINGS SCHOOL,K-8,,3,6,,,,9
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,1,3,,,1,5
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,,2,,1,2,5
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,2,,,,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,,1,3
"",,VILLAGE OF EXCELLENCE,Elem,,2,1,,,1,4
"",,WALTON ACADEMY,Elem,,1,,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,1,,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,1,3,1,,,,5
"",Charter Total,,,1,33,65,,11,11,121
"",Choice,ALEXANDER ELEMENTARY,Elem,,,1,,,,1
"",,BALLAST POINT ELEMENTARY,Elem,,1,,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,2,,5,,1,2,10
"",,CITRUS PARK ELEMENTARY,Elem,,,1,,,,1
"",,CLARK ELEMENTARY,Elem,,1,,,,,1
"",,CLAYWELL ELEMENTARY,Elem,,,3,,1,,4
"",,CRESTWOOD ELEMENTARY,Elem,,,1,,,,1
"",,EDISON ELEMENTARY,Elem,,1,,,,,1
"",,EGYPT LAKE ELEMENTARY,Elem,,,1,,,,1
"",,ESSRIG ELEMENTARY,Elem,,,3,,,,3
"",,FOREST HILLS ELEMENTARY,Elem,,1,1,,1,,3
"",,FOSTER ELEMENTARY,Elem,,1,1,,,,2
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Miles,Choice,LAKE MAGDALENE ELEMENTARY,Elem,2,1,34,,1,15,53
"",,LEWIS ELEMENTARY,Elem,,1,,,,,1
"",,LUTZ K-8 SCHOOL,K-8,,,3,,,2,5
"",,MANISCALCO K-8 SCHOOL,K-8,,2,4,,,3,9
"",,MENDENHALL ELEMENTARY,Elem,,,1,,,1,2
"",,MILES ELEMENTARY,Elem,,1,,,,,1
"",,MORT ELEMENTARY,Elem,,1,,,,,1
"",,NORTHWEST ELEMENTARY,Elem,,,3,,,,3
"",,OAK GROVE ELEMENTARY,Elem,,,,,,1,1
"",,PIZZO K-8 SCHOOL,K-8,,,4,,1,,5
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,1,,,,1,2
"",,SHAW ELEMENTARY,Elem,,7,,,,,7
"",,SULLIVAN PARTNERSHIP ELEM,Elem,,,1,,1,,2
"",,TAMPA PALMS ELEMENTARY,Elem,,,,,1,,1
"",,TEMPLE TERRACE ELEMENTARY,Elem,,1,,,,,1
"",,TURNER BARTELS K-8,K-8,,,1,,,,1
"",,TWIN LAKES ELEMENTARY,Elem,,,1,,1,,2
"",,WEST TAMPA ELEMENTARY,Elem,,,,,,1,1
"",,WILSON ELEMENTARY,Elem,,,1,,,,1
"",,WITTER ELEMENTARY,Elem,,2,1,,1,,4
"",,WOODSON K-8,K-8,,,1,,,,1
"",Choice Total,,,4,22,73,,9,26,134
"",Magnet,DUNBAR ELEMENTARY,Elem,,4,,,,,4
"",,LOCKHART ELEMENTARY MAGNET,Elem,,1,2,,,,3
"",,LOMAX ELEMENTARY MAGNET,Elem,,2,,,,,2
"",,MACFARLANE PARK ELEM MAGNET,Elem,,2,,,,1,3
"",,MULLER ELEMENTARY MAGNET,Elem,,11,13,,3,3,30
"",,RAMPELLO K-8,K-8,,1,,,,2,3
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,,,2,,1,,3
"",Magnet Total,,,,21,17,,4,6,48
"",Neighborhood,BALLAST POINT ELEMENTARY,Elem,,3,,,,,3
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Miles,Neighborhood,CANNELLA ELEMENTARY,Elem,,1,,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,,,,,1,,1
"",,CITRUS PARK ELEMENTARY,Elem,,1,,,,,1
"",,CLEVELAND ELEMENTARY,Elem,,,1,,,,1
"",,DUNBAR ELEMENTARY,Elem,,1,,,,,1
"",,ESSRIG ELEMENTARY,Elem,,,3,,,1,4
"",,FOREST HILLS ELEMENTARY,Elem,1,1,1,,,1,4
"",,FOSTER ELEMENTARY,Elem,,1,,,,,1
"",,KIMBELL ELEMENTARY,Elem,,2,,,,,2
"",,LAKE MAGDALENE ELEMENTARY,Elem,,,7,1,2,2,12
"",,MILES ELEMENTARY,Elem,3,181,388,1,32,46,651
"",,MORT ELEMENTARY,Elem,,,3,,,,3
"",,MULLER ELEMENTARY MAGNET,Elem,,1,3,,1,,5
"",,NORTHWEST ELEMENTARY,Elem,,1,,,,,1
"",,OAK GROVE ELEMENTARY,Elem,,1,,,,1,2
"",,PIZZO K-8 SCHOOL,K-8,,,2,,,,2
"",,POTTER ELEMENTARY,Elem,,1,,,,,1
"",,SEFFNER ELEMENTARY,Elem,,,1,,,,1
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,2,1,,,,3
"",,SHAW ELEMENTARY,Elem,,11,4,,3,1,19
"",,SULLIVAN PARTNERSHIP ELEM,Elem,,1,,,,,1
"",,SULPHUR SPRINGS K-8,K-8,,5,1,,,,6
"",,TAMPA HEIGHTS ELEM MAGNET,Elem,,1,,,,,1
"",,TAMPA PALMS ELEMENTARY,Elem,,,1,,,,1
"",,TEMPLE TERRACE ELEMENTARY,Elem,,,1,,,,1
"",,WASHINGTON ELEMENTARY,Elem,,1,,,,,1
"",,WITTER ELEMENTARY,Elem,,4,3,,1,1,9
"",,WOODSON K-8,K-8,,,,,1,1,2
"",,YATES ELEMENTARY,Elem,,2,,,,,2
"","Neighborhood
Total",,,4,223,421,2,41,54,745
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Mintz,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,5,11,,5,4,25
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,,,,,1
"",,CREEKSIDE CHARTER ACADEMY,K-8,,,1,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,2,,,,2
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,2,,2,,4
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,4,7,,3,10,24
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,2,,,,2
"",,SLAM ACADEMY AT APOLLO BEACH,K-8,,,,,1,,1
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,,,,1,1,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,1,,,,2
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,,5,10,,1,,16
"",,VILLAGE OF EXCELLENCE,Elem,,2,,,,,2
"",,WALTON ACADEMY,Elem,,1,,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,1,,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,4,10,19,,4,13,50
"",Charter Total,,,4,30,55,,17,28,134
"",Choice,ALAFIA ELEMENTARY,Elem,,,2,,,3,5
"",,BEVIS ELEMENTARY,Elem,,,,,,1,1
"",,BOYETTE SPRINGS ELEMENTARY,Elem,,,2,,,2,4
"",,BROOKER ELEMENTARY,Elem,,,,,2,1,3
"",,BUCKHORN ELEMENTARY,Elem,,,1,,,,1
"",,CIMINO ELEMENTARY,Elem,,,,,,4,4
"",,CITRUS PARK ELEMENTARY,Elem,,,1,,,,1
"",,COLLINS PK-8 SCHOOL,K-8,,,,,,2,2
"",,COLSON ELEMENTARY,Elem,,1,,,,,1
"",,KENLY ELEMENTARY,Elem,,1,,,,,1
"",,KINGSWOOD ELEMENTARY,Elem,,1,1,,,,2
"",,LANIER ELEMENTARY,Elem,,,,,1,,1
"",,LEWIS ELEMENTARY,Elem,,,,,,1,1
"",,LITHIA SPRINGS ELEMENTARY,Elem,,,,1,1,2,4
"",,MANGO ELEMENTARY,Elem,,1,,,,,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Mintz,Choice,RIVERVIEW ELEMENTARY,Elem,,,2,,,,2
"",,SCHMIDT ELEMENTARY,Elem,,,1,,,,1
"",,SYMMES ELEMENTARY,Elem,,,1,,1,4,6
"",,VALRICO ELEMENTARY,Elem,,,,,,2,2
"",,WEST SHORE ELEMENTARY,Elem,,,1,,,,1
"",,YATES ELEMENTARY,Elem,,,1,,,,1
"",Choice Total,,,,5,16,1,7,24,53
"",Magnet,MACFARLANE PARK ELEM MAGNET,Elem,1,,,,,,1
"",,RAMPELLO K-8,K-8,,,,,,2,2
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,,3,,,,,3
"",,SHORE ELEMENTARY,Elem,,,,,1,,1
"",Magnet Total,,,1,3,,,1,2,7
"",Neighborhood,BING ELEMENTARY,Elem,,1,,,1,,2
"",,BROOKER ELEMENTARY,Elem,,1,,,,,1
"",,CIMINO ELEMENTARY,Elem,,,1,,,,1
"",,CLAIR MEL ELEMENTARY,Elem,,2,,,,,2
"",,FOSTER ELEMENTARY,Elem,,1,,,,,1
"",,FROST ELEMENTARY,Elem,,1,,,,,1
"",,IPPOLITO ELEMENTARY,Elem,,1,,,,,1
"",,KINGSWOOD ELEMENTARY,Elem,,1,1,,,1,3
"",,MANGO ELEMENTARY,Elem,,2,,,,,2
"",,MILES ELEMENTARY,Elem,,,,,,1,1
"",,MINTZ ELEMENTARY,Elem,20,154,247,1,64,110,596
"",,PIZZO K-8 SCHOOL,K-8,,1,,,,,1
"",,SEFFNER ELEMENTARY,Elem,,,1,,,1,2
"",,SYMMES ELEMENTARY,Elem,1,2,,,1,1,5
"",,TAMPA HEIGHTS ELEM MAGNET,Elem,,1,,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,,1,,,,1
"",,YATES ELEMENTARY,Elem,,,,,1,,1
"","Neighborhood
Total",,,21,168,251,1,67,114,622
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Mitchell,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,2,,3
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,2,,,,2
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,1,1,,,,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,,1,3
"",Charter Total,,,,1,7,,2,1,11
"",Choice,ANDERSON ELEMENTARY,Elem,,,,,3,,3
"",,BALLAST POINT ELEMENTARY,Elem,1,,,,,,1
"",,CANNELLA ELEMENTARY,Elem,,,1,,,,1
"",,GORRIE ELEMENTARY,Elem,,,1,,,1,2
"",,MITCHELL ELEMENTARY,Elem,,,2,,,3,5
"",Choice Total,,,1,,4,,3,4,12
"","District
Assigned",MACFARLANE PARK ELEM MAGNET,Elem,,,,,,1,1
"","District
Assigned Total",,,,,,,,1,1
"",Magnet,LOCKHART ELEMENTARY MAGNET,Elem,,,,,1,,1
"",,MACFARLANE PARK ELEM MAGNET,Elem,2,,,,,2,4
"",,ROLAND PARK K-8 MAGNET,K-8,1,,,,,10,11
"",Magnet Total,,,3,,,,1,12,16
"",Neighborhood,BALLAST POINT ELEMENTARY,Elem,,,,,,1,1
"",,BROOKER ELEMENTARY,Elem,,,,,,2,2
"",,GRADY ELEMENTARY,Elem,2,,7,,1,3,13
"",,LANIER ELEMENTARY,Elem,,,,,2,,2
"",,LITHIA SPRINGS ELEMENTARY,Elem,,,,,1,,1
"",,MABRY ELEMENTARY,Elem,,,1,,1,1,3
"",,MITCHELL ELEMENTARY,Elem,29,26,166,,64,385,670
"",,TAMPA BAY BOULEVARD ELEMENTARY,Elem,,1,,,,,1
"",,WEST TAMPA ELEMENTARY,Elem,1,1,,,,,2
"","Neighborhood
Total",,,32,28,174,,69,392,695
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Morgan Woods,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,,1,37,,2,1,41
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,1,,35,,,6,42
"",,HORIZON CHARTER SCH OF TAMPA,K-8,5,,16,,,1,22
"",,LUTZ PREPARATORY SCHOOL,K-8,,,1,,,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,1,,,,1
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,4,,,,4
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,,5,,2,2,9
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,2,,1,,3
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,3,,4,1,9
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,,1,,,,1
"",Charter Total,,,6,2,105,,9,11,133
"",Choice,ALEXANDER ELEMENTARY,Elem,,,2,,,,2
"",,BAY CREST ELEMENTARY,Elem,,,1,,2,,3
"",,BELLAMY ELEMENTARY,Elem,,,3,,1,2,6
"",,CANNELLA ELEMENTARY,Elem,,,1,,,1,2
"",,CARROLLWOOD K-8 SCHOOL,K-8,,,1,,3,,4
"",,CITRUS PARK ELEMENTARY,Elem,,,3,,1,1,5
"",,DEER PARK ELEMENTARY,Elem,,,,,1,1,2
"",,DICKENSON ELEMENTARY,Elem,,,3,,,,3
"",,LAKE MAGDALENE ELEMENTARY,Elem,,,2,,,,2
"",,LOWRY ELEMENTARY,Elem,,,,,3,,3
"",,MORGAN WOODS ELEMENTARY,Elem,,,2,,,,2
"",,NORTHWEST ELEMENTARY,Elem,,,,,1,,1
"",,SCHWARZKOPF ELEMENTARY,Elem,,,,,,1,1
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,,2,,,,2
"",,TAMPA BAY BOULEVARD ELEMENTARY,Elem,,,1,,,,1
"",,TOWN AND COUNTRY ELEMENTARY,Elem,,3,11,,,2,16
"",,WESTCHASE ELEMENTARY,Elem,3,,1,,,,4
"",,WOODBRIDGE ELEMENTARY,Elem,,1,5,,1,1,8
"",Choice Total,,,3,4,38,,13,9,67
"",ESE Placed,HAMMOND ELEMENTARY,Elem,,,1,,,,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
