y,d,s,g,c,fixorder,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot,temponly_tot
2223,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,57,0,66,13.6,0,65,1,0,7
2223,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,1,2,0,0,0,2,0,
1718,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,9,49,0,58,15.5,0,58,0,0,2
1718,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
1819,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,6,51,0,57,10.5,0,57,0,0,0
1819,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
1920,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,8,53,0,61,13.1,0,0,61,0,1
1920,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,7,52,0,59,11.9,0,57,2,0,2
2021,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,8,45,0,53,15.1,0,53,0,0,3
2122,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,1,2,0,0,0,2,0,
2223,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,5,47,0,52,9.6,0,51,1,0,2
2223,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0201,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1718,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,16,44,0,60,26.7,0,57,3,0,4
1718,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1819,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,12,43,0,55,21.8,0,55,0,0,1
1819,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,11,49,0,60,18.3,0,0,60,0,3
1920,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2021,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,12,48,0,60,20,0,56,4,0,3
2021,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2122,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,41,0,49,16.3,1,46,2,2.04,2
2122,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0284,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2223,29,0284,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,6,36,0,42,14.3,0,41,1,0,4
2223,29,0284,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0284,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1718,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,26,36,0,62,41.9,0,61,1,0,16
1718,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,2,3,0,0,0,3,0,
1819,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,16,27,0,43,37.2,1,41,1,2.33,10
1819,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,1,3,33.3,0,0,3,0,
1920,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,28,0,45,37.8,0,0,45,0,9
1920,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,21,27,0,48,43.8,1,46,1,2.08,13
2021,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2021,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2122,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,25,0,42,40.5,0,40,2,0,8
2122,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2122,29,0322,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2223,29,0322,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,18,18,0,36,50,0,33,3,0,11
2223,29,0322,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0322,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,10,41,0,51,19.6,1,48,2,1.96,2
1718,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
1819,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,7,40,0,47,14.9,0,47,0,0,1
1819,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
1920,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,40,0,48,16.7,0,0,48,0,2
1920,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
2021,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,38,0,46,17.4,0,44,2,0,5
2021,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,41,0,46,10.9,0,43,3,0,3
2122,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0561,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2223,29,0561,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,11,27,0,38,28.9,0,37,1,0,7
2223,29,0561,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,0561,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,34,0,47,27.7,0,46,1,0,5
1718,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,2,3,0,0,0,3,0,
1819,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,7,35,0,42,16.7,0,41,1,0,1
1819,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,11,37,0,48,22.9,0,0,48,0,6
1920,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2021,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,11,37,0,48,22.9,0,45,3,0,2
2021,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,36,0,41,12.2,1,38,2,2.44,3
2122,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0631,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2223,29,0631,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,6,27,0,33,18.2,0,32,1,0,5
2223,29,0631,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,0631,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1718,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,12,63,0,75,16,0,75,0,0,6
1718,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,1,2,0,0,0,2,0,
1819,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,65,0,74,12.2,1,73,0,1.35,3
1819,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0651,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,12,63,0,75,16,0,0,75,0,7
1920,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,2,0,0,2,100,0,0,2,0,
2021,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,11,67,0,78,14.1,0,74,4,0,9
2021,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,2,0,0,2,100,0,0,2,0,
2122,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,15,52,0,67,22.4,1,64,2,1.49,8
2122,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
2223,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,14,47,0,61,23,0,58,3,0,8
2223,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0651,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,27,0,41,34.1,0,40,1,0,6
1718,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1819,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,11,28,0,39,28.2,1,36,2,2.56,4
1819,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1819,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,28,0,37,24.3,0,0,37,0,3
1920,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
2021,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,12,27,0,39,30.8,1,35,3,2.56,7
2021,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
2122,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,23,0,27,14.8,1,26,0,3.7,2
2122,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0842,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
2223,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,8,20,0,28,28.6,0,26,2,0,4
2223,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0842,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,2,0,0,2,100,0,0,2,0,
1718,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,7,47,0,54,13,0,54,0,0,4
1718,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
1819,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,49,0,55,10.9,0,55,0,0,3
1819,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,50,0,56,10.7,0,0,56,0,2
1920,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
2021,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,47,0,56,16.1,0,53,3,0,3
2021,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,46,0,54,14.8,0,53,1,0,3
2122,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
2223,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,10,42,0,52,19.2,0,50,2,0,3
2223,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0921,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1718,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,11,53,0,64,17.2,0,64,0,0,5
1718,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,1,3,0,0,0,3,0,
1819,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,11,54,0,65,16.9,0,64,1,0,2
1819,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,12,54,0,66,18.2,0,0,66,0,2
1920,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
2021,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,16,46,0,62,25.8,0,59,3,0,4
2021,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
2122,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,46,0,54,14.8,1,49,4,1.85,2
2122,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2223,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,15,42,0,57,26.3,0,53,4,0,6
2223,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,1080,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,24,52,0,76,31.6,1,74,1,1.32,8
1718,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
1819,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,20,60,0,80,25,0,80,0,0,9
1819,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1920,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,60,0,77,22.1,0,0,77,0,8
1920,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,1,3,33.3,0,0,3,0,
2021,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,20,62,0,82,24.4,0,80,2,0,11
2021,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,21,54,0,75,28,0,69,6,0,14
2122,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2223,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,22,36,0,58,37.9,0,54,4,0,18
2223,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,1324,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1718,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,5,58,0,63,7.9,0,61,2,0,2
1718,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
1819,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,3,60,0,63,4.8,0,63,0,0,1
1819,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,3,61,0,64,4.7,0,0,64,0,1
1920,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
2021,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,3,62,0,65,4.6,0,64,1,0,1
2021,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,3,58,0,61,4.9,0,60,1,0,1
2122,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,2,0,2,0,0,0,2,0,
2223,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,2,56,0,58,3.4,0,58,0,0,0
2223,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,1441,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1718,29,1482,School Chart,High Minority/High Poverty/Title I,10,Teachers,9,31,0,40,22.5,0,40,0,0,4
1718,29,1482,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,1482,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,3,3,0,0,0,3,0,
1819,29,1482,School Chart,High Minority/High Poverty/Title I,10,Teachers,12,26,0,38,31.6,0,37,1,0,7
1819,29,1482,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,1482,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,2,3,33.3,0,0,3,0,
1920,29,1482,School Chart,High Minority/High Poverty/Title I,10,Teachers,16,23,0,39,41,0,0,39,0,11
1920,29,1482,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,1482,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,1482,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,23,0,38,39.5,1,34,3,2.63,13
2021,29,1482,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
